r,g,b,X,Y,Z,L,u,v,pred_invalid_xyz
0.0,114.75,63.75,0.021951105445623398,0.048445116728544235,0.02024439163506031,42.525396489143304,-47.06745174602894,34.955104658845,False
0.0,114.75,76.5,0.023270396515727043,0.048515237867832184,0.02913661301136017,42.55362010464977,-45.695993248808264,25.069779125565162,False
0.0,114.75,89.25,0.024860911071300507,0.048597224056720734,0.04086141288280487,42.58658491271126,-44.377137210383594,13.055605270709583,False
0.0,114.75,102.0,0.026791628450155258,0.04872475191950798,0.05577605590224266,42.63778739849157,-43.10632781000837,-0.7712496077143173,False
0.0,114.75,114.75,0.0291205532848835,0.048931583762168884,0.0741322711110115,42.720640845934824,-41.89035646625453,-15.88734054914854,False
0.0,114.75,127.5,0.03188881650567055,0.04924871772527695,0.09604259580373764,42.84722726788535,-40.744263851719715,-31.655350531555985,False
0.0,114.75,140.25,0.03511696681380272,0.049703218042850494,0.1214551329612732,43.02770049993843,-39.686098471011746,-47.4364185873684,False
0.0,114.75,153.0,0.03880135342478752,0.050315890461206436,0.15014460682868958,43.269247954816514,-38.73339010546465,-62.687947803366946,False
0.0,114.75,165.75,0.042915888130664825,0.05110088735818863,0.181719571352005,43.575885967222476,-37.896629447399455,-77.01719216086262,False
0.0,114.75,178.5,0.047412801533937454,0.052065856754779816,0.21564805507659912,43.94855261909471,-37.18117307070901,-90.18973204311403,False
0.0,114.75,191.25,0.05222805216908455,0.05321125313639641,0.25129491090774536,44.38497042605252,-36.58412546866582,-102.1068405898374,False
